ISO_code,Vaccine,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
BOL,MCV1,0.13,0.17,0.15,0.13,0.2,0.17,0.17,0.33,0.44,0.47,0.53,0.73,0.8,0.81,0.89,0.83,0.86,0.99,0.77,0.99,0.99,0.99,0.99,0.99,0.9,0.89,0.88,0.83,0.87,0.86,0.79,0.84,0.84,0.83,0.86,0.95
BIH,MCV1,,,,,,,,,,,,0.95,0.52,0.48,0.57,0.53,,0.86,0.84,0.83,0.8,0.92,0.89,0.84,0.88,0.9,0.9,0.96,0.84,0.93,0.92,0.89,0.94,,0.89,0.83
BWA,MCV1,0.63,0.7,0.7,0.76,0.71,0.68,0.64,0.48,0.51,0.55,0.55,0.52,0.58,0.59,0.71,0.72,0.82,0.79,0.8,0.74,0.84,0.77,0.79,0.9,0.86,0.99,0.99,0.79,0.95,0.93,0.94,0.99,0.99,0.93,0.93,0.77
BRA,MCV1,0.57,0.73,0.66,0.68,0.73,0.67,0.67,0.64,0.62,0.6,0.78,0.85,0.91,0.85,0.77,0.87,0.8,0.99,0.95,0.99,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96
BRN,MCV1,0.73,,,0.94,0.9,0.98,0.99,0.99,0.99,,,,0.92,0.99,,,,0.98,0.99,0.94,0.99,0.99,0.99,0.98,0.99,0.98,0.97,0.97,0.99,0.99,0.94,0.91,0.99,0.96,0.97,0.96
BGR,MCV1,0.98,0.98,0.9,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.92,0.88,0.93,0.94,0.95,0.93,0.95,0.96,0.89,0.9,0.92,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.97,0.94,0.94,0.95,0.93,0.92
BFA,MCV1,,0.23,,,,0.38,0.64,0.65,0.37,,,,0.41,0.42,0.45,0.55,0.54,0.68,0.45,0.29,0.59,0.69,0.64,0.76,0.78,0.84,0.88,0.94,0.99,0.94,0.63,0.63,0.87,0.82,0.88,0.88
BDI,MCV1,,0.28,0.4,0.54,0.27,0.32,0.41,0.54,0.55,0.73,0.74,0.74,0.69,0.69,0.42,0.49,0.5,0.52,0.44,0.47,0.61,0.54,0.67,0.81,0.78,0.87,0.92,0.99,0.84,0.91,0.92,0.99,0.93,0.98,0.94,0.93
CPV,MCV1,,,,,,0.54,0.59,0.75,0.78,0.9,0.79,0.9,0.91,0.95,,0.66,0.66,0.82,0.66,0.61,0.8,0.72,0.85,0.76,0.69,0.65,0.65,0.74,0.77,0.72,0.97,0.96,0.91,0.91,0.93,0.92
KHM,MCV1,,,,,,,,0.53,0.39,0.39,0.34,0.39,0.33,0.36,0.53,0.75,0.72,0.68,0.63,0.63,0.65,0.59,0.52,0.65,0.8,0.79,0.78,0.79,0.89,0.92,0.93,0.93,0.93,0.9,0.94,0.95
CMR,MCV1,,0.16,,0.25,0.31,,,,0.14,,0.36,0.35,0.37,0.32,0.38,0.46,0.39,0.43,0.47,0.46,0.49,0.47,0.53,0.61,0.64,0.68,0.73,0.74,0.8,0.74,0.79,0.76,0.82,0.83,0.8,0.79
CAN,MCV1,,,,,,,,0.7,0.85,,,,,0.96,0.97,0.96,0.97,0.96,0.96,,,,0.95,0.95,0.94,0.96,0.93,0.94,0.93,0.92,0.93,0.88,0.98,0.9,,0.9
CAF,MCV1,0.12,0.15,0.16,0.16,0.19,0.23,0.24,0.14,0.4,0.57,0.67,0.62,0.57,,0.37,0.72,0.46,0.46,0.39,0.38,0.34,0.29,0.39,0.36,0.7,0.65,0.99,0.99,0.61,0.94,0.62,0.8,0.65,0.29,0.59,0.5
TCD,MCV1,,,,,,,,0.16,0.17,0.23,,0.28,0.25,0.19,0.24,0.24,0.31,0.3,0.3,0.49,0.42,0.36,0.55,0.61,0.56,0.7,0.83,0.77,0.54,0.87,0.84,0.79,0.69,0.79,0.79,0.87
CHL,MCV1,0.94,0.95,0.96,0.95,0.94,0.92,0.91,0.92,0.95,0.92,0.97,0.99,0.89,0.94,0.96,0.97,0.93,0.96,0.98,0.94,0.97,0.96,0.95,0.96,0.94,0.9,0.91,0.92,0.96,0.93,0.93,0.91,0.9,0.9,0.97,0.96
CHN,MCV1,,,,0.78,0.74,0.88,0.88,0.63,0.77,0.95,0.98,0.96,0.94,0.94,0.89,0.93,0.97,0.96,0.97,0.85,0.98,0.79,0.98,0.98,0.98,0.86,0.93,0.94,,0.99,0.99,0.99,0.99,0.99,0.99,0.99
COL,MCV1,0.13,0.26,0.28,0.43,0.51,0.51,0.45,0.59,0.74,0.64,0.82,0.78,0.74,0.94,0.84,0.82,0.94,0.88,0.78,0.77,0.8,0.88,0.93,0.93,0.92,0.94,0.95,0.95,0.92,0.95,0.89,0.88,0.94,0.92,0.91,0.94
COM,MCV1,,,,,0.42,0.18,0.26,0.71,0.4,0.85,0.87,0.4,0.51,0.56,,0.69,0.43,0.49,0.67,,0.7,0.7,0.71,0.67,0.76,0.67,0.66,0.65,0.76,0.79,0.72,0.87,0.85,0.82,0.8,0.81
COG,MCV1,,0.49,,0.59,0.54,0.67,0.86,0.66,0.48,0.6,0.77,0.6,0.54,0.55,,0.42,0.64,0.18,,0.23,0.34,0.35,0.37,0.5,0.65,0.56,0.66,0.67,0.79,0.76,0.9,0.9,0.8,0.8,0.8,0.8
COK,MCV1,,,,0.68,0.65,0.76,0.7,0.84,0.92,0.99,0.67,0.94,0.87,0.99,0.72,0.96,0.72,0.88,0.97,0.84,0.76,0.83,0.95,0.99,0.99,0.99,0.99,0.98,0.95,0.78,0.99,0.89,0.97,0.97,0.98,0.99
CRI,MCV1,0.6,0.79,0.87,0.84,0.76,0.78,0.9,0.93,0.96,0.77,0.9,0.96,0.69,0.89,0.87,0.91,0.84,0.99,0.83,0.88,0.82,0.82,0.94,0.89,0.88,0.89,0.9,0.9,0.89,0.81,0.85,0.83,0.9,0.91,0.95,0.93
CIV,MCV1,,,,,,,,0.85,,0.4,,0.57,0.54,0.52,0.47,0.57,0.65,0.68,0.66,0.57,0.62,0.6,0.76,0.47,0.49,0.5,0.73,0.67,0.63,0.67,0.7,0.49,0.85,0.85,0.72,0.82
HRV,MCV1,,,,,,,,,,,,0.89,0.9,0.91,0.9,0.92,0.92,0.91,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.95,0.96,0.98,0.95,0.96,0.96,0.95,0.94,0.94,0.93
CUB,MCV1,0.48,0.49,0.55,0.94,0.82,0.85,0.8,0.99,0.89,0.98,0.94,0.99,0.99,0.96,0.99,0.99,0.99,0.96,0.99,0.96,0.94,0.99,0.93,0.99,0.99,0.98,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
CYP,MCV1,0.29,0.28,0.21,0.19,0.25,,0.6,0.91,0.74,0.76,,,,,,0.83,0.9,0.9,,,0.86,,0.86,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.9
CZE,MCV1,,,,,,,,,,,,0.98,0.97,0.98,0.97,0.96,0.97,0.96,0.95,0.97,,,,0.99,0.97,0.97,,0.98,0.97,,,,,,0.99,
PRK,MCV1,0.29,0.31,0.29,0.3,0.31,0.93,0.94,0.94,0.96,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.99,0.37,0.34,0.98,0.92,0.92,0.98,0.95,0.95,0.96,0.96,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98
COD,MCV1,0.18,0.29,0.25,0.3,0.3,0.41,0.39,0.41,0.44,0.41,0.37,0.17,,0.33,0.33,0.27,0.21,0.2,0.2,0.15,0.46,0.37,0.45,0.54,0.64,0.7,0.73,0.79,0.77,0.86,0.87,0.85,0.84,0.88,0.89,0.91
DNK,MCV1,,,,,,,,0.82,0.72,0.8,0.84,0.86,0.85,0.81,0.88,0.88,0.85,0.84,0.91,0.92,0.99,0.94,0.99,0.96,0.96,0.95,0.9,0.89,,0.84,0.85,0.87,0.9,0.89,0.9,0.91
DJI,MCV1,,,0.15,,0.2,0.27,0.19,0.22,0.68,0.61,0.85,0.79,0.83,0.42,0.59,0.58,0.47,0.59,0.21,0.23,0.5,0.49,0.62,0.66,0.6,0.65,0.67,0.74,0.73,0.84,0.85,0.84,0.83,0.8,0.71,0.74
DMA,MCV1,,,0.43,0.63,0.85,0.93,0.97,0.87,0.9,0.88,0.88,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.93,0.94,0.96
DOM,MCV1,0.3,0.18,0.25,0.24,0.19,0.54,0.71,0.71,0.29,0.43,0.96,0.69,0.75,0.99,0.87,0.96,0.81,0.82,0.95,0.96,0.88,0.98,0.92,0.84,0.94,0.99,0.99,0.96,0.96,0.89,0.88,0.88,0.88,0.83,0.88,0.9
ECU,MCV1,0.24,0.32,0.44,0.34,0.54,0.54,0.49,0.46,0.52,0.56,0.67,0.61,0.63,0.73,0.58,0.73,0.78,0.75,0.89,0.99,0.84,0.99,0.8,0.99,0.99,0.93,0.97,0.99,0.98,0.99,0.99,0.94,0.99,0.97,0.85,0.84
EGY,MCV1,0.78,0.65,0.69,,0.47,0.74,0.78,0.76,0.85,0.92,0.87,0.89,0.89,0.89,0.92,0.89,0.92,0.92,0.98,0.96,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.92,0.95,0.96,0.96,0.93,0.96,0.93,0.92
SLV,MCV1,0.45,0.44,0.43,0.46,0.41,0.71,0.51,0.48,0.63,0.73,0.98,0.54,0.55,0.86,0.8,0.93,0.94,0.98,0.99,0.94,0.97,0.82,0.93,0.9,0.93,0.99,0.98,0.99,0.95,0.91,0.92,0.89,0.93,0.94,0.95,0.95
GNQ,MCV1,,,,,,0.11,0.17,,0.46,0.18,,,0.64,0.53,,0.61,0.61,0.82,,0.24,0.19,0.52,0.51,0.36,0.33,0.24,0.25,0.37,0.76,0.77,0.51,0.5,0.34,0.41,0.43,0.26
ERI,MCV1,,,,,,,,,,,,,,0.23,0.27,0.29,0.38,0.53,0.52,0.55,0.5,0.65,0.65,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.95,0.77,0.75,0.9,0.85
EST,MCV1,0.74,0.7,0.68,0.68,0.73,0.82,0.84,,,,0.82,0.78,0.75,0.74,0.76,0.81,0.86,0.88,0.89,0.92,0.93,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.94,0.94,0.94,0.93,0.93
ETH,MCV1,0.04,0.03,0.07,0.07,0.08,0.12,0.1,0.13,0.15,0.23,0.38,0.17,0.12,0.21,0.28,0.38,0.34,0.33,0.46,0.32,0.37,0.4,0.42,0.44,0.56,0.59,0.63,0.65,0.74,0.75,0.81,0.82,0.8,0.78,0.81,0.92
FJI,MCV1,0.32,0.4,0.02,0.25,0.22,0.57,0.61,0.64,0.69,0.65,0.72,0.93,,0.96,0.67,0.94,0.94,0.75,0.75,,,0.9,0.88,0.91,0.62,0.7,0.99,0.81,0.94,0.72,0.73,0.82,0.9,0.96,0.91,0.95
FIN,MCV1,,0.7,,0.81,,,0.87,,0.98,0.95,0.97,0.97,0.99,0.99,0.99,0.98,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.97,0.99,,0.97,0.97,0.97,,0.95
FRA,MCV1,,,,0.15,,0.35,0.39,0.45,0.51,0.58,0.71,0.74,0.76,0.78,0.8,0.83,0.84,0.83,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.87,0.81,0.9,0.89,,0.7,0.89,0.9,0.89,0.9,
GAB,MCV1,,,,,,0.58,0.58,0.67,0.68,0.73,0.76,0.71,0.66,0.65,0.52,0.57,0.57,0.32,0.38,0.3,0.27,0.24,0.3,0.37,0.37,0.3,0.44,0.62,0.67,0.63,0.62,0.72,0.71,0.7,0.61,0.68
GMB,MCV1,0.69,0.7,0.71,0.7,0.79,0.75,0.62,0.88,0.8,0.85,0.86,0.87,0.83,0.87,0.89,0.91,0.94,0.91,0.92,0.88,0.92,0.62,0.95,0.95,0.95,0.95,0.95,0.85,0.87,0.88,0.89,0.91,0.95,0.94,0.96,0.97
GEO,MCV1,,,,,,,,,,,0.99,0.81,0.16,0.61,0.63,0.61,0.88,0.95,0.9,0.97,0.97,0.99,0.99,0.76,0.86,0.9,0.96,0.97,0.97,0.83,0.94,0.91,0.93,0.97,0.92,0.96
DEU,MCV1,,0.35,,,,0.25,0.5,0.5,0.47,,0.5,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.89,0.9,0.92,0.91,0.91,0.92,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97
GHA,MCV1,0.16,0.23,0.21,0.01,,,0.31,0.28,0.59,0.44,0.52,0.4,0.43,0.5,0.49,0.54,0.53,0.59,0.67,0.73,0.84,0.75,0.99,0.8,0.83,0.83,0.85,0.95,0.86,0.93,0.93,0.91,0.89,0.89,0.92,0.89
GRC,MCV1,,,,,0.75,0.77,0.39,0.81,0.82,0.76,0.76,0.72,0.72,0.72,0.7,0.7,0.9,0.9,,0.88,,,,,,,,0.99,0.99,0.99,,0.99,0.99,0.99,0.97,0.97
GRD,MCV1,,,0.05,0.07,0.31,0.49,0.62,0.77,0.48,0.89,0.85,0.96,0.73,0.99,0.87,0.88,0.85,0.92,0.97,0.94,0.92,0.99,0.96,0.99,0.75,0.99,0.98,0.98,0.99,0.99,0.97,0.99,0.94,0.99,0.94,0.99
GTM,MCV1,0.23,0.08,0.12,0.09,0.24,0.23,0.55,0.24,0.55,0.6,0.68,0.49,0.59,0.71,0.66,0.83,0.69,0.74,0.79,0.83,0.86,0.91,0.92,0.94,0.95,0.93,0.95,0.86,0.96,0.92,0.93,0.89,0.93,0.93,0.67,0.99
GIN,MCV1,,,,,,,0.09,,,0.17,0.25,0.39,0.56,,0.69,0.69,0.49,0.56,0.58,0.61,0.59,0.59,0.61,0.75,0.73,0.82,0.9,0.94,0.9,0.87,0.9,0.9,0.99,0.9,0.62,0.6
GNB,MCV1,,,,,,0.35,,0.6,0.51,0.46,0.53,0.52,0.61,0.52,0.68,0.45,0.49,0.51,,0.19,,0.48,0.47,0.61,0.8,0.8,0.6,0.8,0.64,0.79,0.78,0.78,0.9,0.89,0.81,0.9
GUY,MCV1,,,0.68,0.51,0.56,0.4,0.42,0.52,0.55,0.69,0.73,0.76,0.73,0.92,0.83,0.77,0.91,0.82,0.93,0.87,0.86,0.92,0.93,0.89,0.88,0.92,0.9,0.96,0.95,0.97,0.95,0.98,0.99,0.99,0.99,0.99
HTI,MCV1,,,0.03,,0.08,0.21,0.26,0.23,0.59,0.31,0.31,,0.24,0.24,0.24,0.32,,0.3,0.42,0.85,0.8,0.53,0.34,0.53,0.57,0.59,0.66,0.54,,0.6,0.45,0.58,0.69,0.8,0.64,0.64
HND,MCV1,0.31,0.34,0.48,0.49,0.44,0.53,0.6,0.56,0.76,0.94,0.9,0.86,0.89,0.94,0.93,0.89,0.91,0.89,0.98,0.98,0.98,0.99,0.97,0.95,0.92,0.96,0.97,0.96,0.95,0.99,0.99,0.99,0.93,0.89,0.88,0.98
HUN,MCV1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
ISL,MCV1,,,,0.81,0.96,,0.95,,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,,,0.91,0.88,,0.93,0.93,0.9,0.95,0.95,0.96,0.92,0.93,0.94,0.9,0.91,0.9,0.93
IND,MCV1,,,,,,0.01,0.68,0.9,0.79,0.83,0.91,0.85,0.86,0.89,0.87,0.83,0.83,0.81,0.66,0.56,0.56,0.57,0.56,0.6,0.64,0.68,0.69,0.7,0.72,0.78,0.82,0.84,0.83,0.83,,0.87
IDN,MCV1,,,,0.06,0.13,0.26,0.45,0.57,0.64,0.68,0.85,0.89,0.9,0.89,0.92,0.82,0.92,0.93,0.91,0.88,0.73,0.76,0.44,0.9,0.78,0.91,0.88,0.88,0.83,0.82,0.89,0.89,0.84,0.89,0.95,0.87
IRN,MCV1,0.39,0.48,0.55,0.38,0.38,0.62,0.55,0.55,0.83,0.79,0.85,0.84,0.96,0.96,0.97,0.95,0.99,0.95,0.99,0.99,0.99,0.96,0.99,0.99,0.96,0.94,0.99,0.97,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.99
IRQ,MCV1,0.35,0.33,,,,,0.75,0.66,0.78,0.95,0.83,0.68,0.95,0.87,0.88,0.95,0.97,0.98,0.79,0.94,0.93,0.8,0.8,0.68,0.93,0.85,0.78,0.8,0.91,0.97,0.89,0.91,0.83,0.77,0.71,0.71
IRL,MCV1,,,,0.1,0.1,0.63,,,0.68,0.78,,,,,,,,,0.77,0.77,0.79,0.73,0.73,0.78,0.81,0.84,0.86,0.87,0.89,0.9,0.9,0.92,0.92,0.92,0.93,0.93
ISR,MCV1,0.81,0.83,0.88,0.85,0.85,0.85,0.88,0.88,0.86,0.88,0.91,0.94,0.94,0.92,0.92,0.93,0.96,0.97,0.97,0.97,0.97,0.96,0.98,0.96,0.97,0.94,0.96,0.97,0.98,0.97,0.96,0.97,0.96,0.98,,
ITA,MCV1,,,,,,,,,,,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.55,0.7,0.74,0.77,0.81,0.84,0.86,0.87,0.88,0.9,0.9,0.9,0.91,0.9,0.9,0.9,0.87,0.85
JAM,MCV1,,,0.12,0.15,0.6,0.64,0.36,0.62,0.68,0.71,0.74,0.77,0.75,0.92,0.95,0.91,0.99,0.88,0.85,0.82,0.88,0.85,0.86,0.79,0.86,0.84,0.87,0.76,0.88,0.88,0.89,0.88,0.93,0.94,0.92,0.91
JPN,MCV1,0.69,,0.66,,0.73,0.73,,,,0.77,0.66,0.71,0.69,0.68,,0.93,0.94,0.94,,,0.96,0.98,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.94,0.94,0.94,0.96,0.95,0.98,0.96
JOR,MCV1,0.29,0.4,0.48,0.46,0.3,0.39,0.81,0.8,0.87,0.84,0.87,0.85,0.91,0.88,0.91,0.92,0.98,0.95,0.93,0.83,0.94,0.99,0.95,0.96,0.99,0.95,0.99,0.95,0.95,0.95,0.98,0.98,0.98,0.97,0.98,0.94
KAZ,MCV1,,,,,,,,,,,0.95,0.91,0.89,0.91,0.91,0.95,0.97,0.97,0.99,0.99,0.99,0.95,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.99,0.99,0.99
KEN,MCV1,,,,,,0.63,0.65,,0.28,0.36,0.41,0.37,0.36,0.38,0.47,0.73,0.65,0.32,0.61,0.79,0.46,0.74,0.78,0.72,0.73,0.69,0.77,0.8,0.9,0.74,0.86,0.87,0.93,0.79,0.79,0.75
KIR,MCV1,,,,0.24,0.08,0.04,,0.14,0.54,0.63,0.75,0.62,0.77,0.89,0.7,0.47,0.64,0.82,0.77,0.62,0.8,0.77,0.88,0.79,0.56,0.85,0.61,0.93,0.72,0.82,0.89,0.9,0.91,0.91,,0.84
KWT,MCV1,0.48,0.71,0.79,0.8,0.88,0.91,0.93,0.95,0.97,0.98,,,,0.95,0.98,0.98,0.99,0.95,0.99,0.96,0.99,,,0.97,,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.94,0.93
KGZ,MCV1,,,,,,,,,,,0.99,0.94,0.94,0.93,0.88,0.97,0.98,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.97,0.98,0.99,0.96,0.99
LAO,MCV1,,,,,0.06,0.06,0.1,0.11,0.23,0.2,0.32,0.47,0.46,0.46,0.73,0.68,0.73,0.67,0.71,0.71,0.42,0.5,0.55,0.42,0.36,0.41,0.7,0.4,0.52,0.59,0.64,0.69,0.72,0.82,0.87,0.88
LVA,MCV1,,0.94,0.92,0.95,0.95,0.98,0.98,0.97,0.98,0.97,0.97,0.96,0.95,0.8,0.81,0.81,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.98,0.95,0.96,0.92,0.95,0.92,0.9,0.96,0.95,0.96
LBN,MCV1,,,,,,0.23,0.3,0.81,0.15,0.4,0.39,0.51,0.63,0.65,,0.85,0.85,0.89,0.91,0.99,0.9,0.9,0.96,0.96,0.53,0.54,0.26,0.55,0.89,0.93,0.95,0.98,0.98,0.99,0.98,0.91
LSO,MCV1,,0.55,0.64,0.79,0.57,0.67,0.67,0.67,0.72,0.72,0.8,0.7,0.6,0.84,0.49,0.44,0.39,0.45,0.56,0.63,,0.63,0.53,0.55,0.59,0.67,0.8,0.8,0.8,0.7,0.7,0.61,0.6,0.61,0.58,0.66
LBR,MCV1,,0.99,,,,,0.39,0.4,,,,,,,,0.44,0.44,0.28,0.31,0.35,0.52,0.78,0.57,0.53,0.42,0.94,0.94,0.95,0.95,0.95,0.72,0.71,0.8,0.74,0.58,0.64
LBY,MCV1,0.61,0.66,0.65,0.71,0.76,0.75,0.78,0.75,0.76,0.79,0.89,0.87,0.88,0.91,0.92,0.92,0.93,0.91,0.92,0.92,,0.93,,,0.99,0.97,0.98,0.98,0.98,0.98,,,0.98,,0.98,
LTU,MCV1,,,,,,,,,0.94,0.92,0.89,0.86,0.89,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.96,0.96,0.94,0.93,0.93,0.93,0.94
LUX,MCV1,,,,0.39,,,,0.77,0.71,0.8,0.8,0.8,0.8,,,,0.91,0.91,,,,,,0.95,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.99,0.99,0.99,0.99
MDG,MCV1,,,,,0.01,0.06,0.18,0.28,0.36,0.44,0.57,0.47,0.51,0.54,0.55,0.64,0.68,0.57,0.56,0.73,0.81,0.29,0.61,0.86,0.98,0.84,0.84,0.97,0.91,0.85,0.88,0.85,0.85,0.86,0.87,0.81
MWI,MCV1,0.49,0.64,0.64,0.58,0.5,0.49,0.58,0.6,0.71,0.84,0.81,0.78,0.82,0.87,0.99,0.97,0.9,0.87,0.9,0.82,0.73,0.81,0.69,0.77,0.8,0.82,0.85,0.83,0.88,0.92,0.93,0.96,0.9,0.88,0.85,0.87
MYS,MCV1,,,,0.11,0.23,0.2,0.35,0.68,0.61,0.61,0.7,0.8,0.82,0.81,0.85,0.86,0.86,0.86,0.86,0.87,0.88,0.92,0.76,0.94,0.71,0.9,0.9,0.95,0.94,0.95,0.95,0.95,0.95,0.95,0.94,0.93
MDV,MCV1,,0.39,0.34,,,0.47,0.5,0.41,0.83,0.88,0.96,0.97,0.98,0.86,0.97,0.96,0.95,0.96,0.98,0.99,0.99,0.98,0.97,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.96,0.98,0.99,0.99,0.99
MLI,MCV1,,,,,,0.19,0.06,0.11,0.23,0.4,0.43,0.39,0.35,0.51,0.46,0.52,0.57,0.56,0.6,0.46,0.55,0.61,0.64,0.68,0.75,0.86,0.86,0.87,0.97,0.86,0.89,0.82,0.85,0.72,0.72,0.86
MLT,MCV1,,,,,0.1,0.1,,0.59,0.41,0.86,0.8,0.9,0.92,0.9,,0.51,0.51,,0.6,,0.74,0.0,0.65,0.9,0.94,0.86,0.94,0.79,0.78,0.82,0.73,0.84,0.93,0.99,0.98,0.89
MHL,MCV1,,,,,,,,0.31,0.25,,0.52,0.74,0.86,0.36,0.59,0.57,0.69,0.52,0.93,0.93,0.94,0.89,0.8,0.9,0.7,0.86,0.96,0.94,,0.78,0.97,,0.78,0.7,0.79,0.75
MRT,MCV1,,0.45,,,,,0.4,0.27,0.26,0.3,0.38,0.32,0.43,0.49,0.53,0.53,0.53,0.2,,0.56,,0.58,0.81,0.71,0.64,0.61,0.62,0.67,0.65,0.59,0.67,0.67,0.75,0.8,0.84,0.7
MUS,MCV1,,,0.34,0.53,0.55,0.67,0.71,0.69,0.73,0.8,0.76,0.88,0.84,0.84,0.85,0.89,0.61,0.87,0.85,0.8,0.84,0.9,,0.99,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99
MEX,MCV1,0.35,0.33,0.37,0.23,0.21,0.64,0.6,0.54,0.7,0.85,0.75,0.9,0.88,0.79,0.9,0.9,0.93,0.9,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.98,0.99,0.89,0.98,0.99
FSM,MCV1,,,,,,,,0.69,0.84,0.94,0.81,0.76,,0.8,0.83,0.9,,0.74,0.82,0.79,0.85,0.84,,0.91,0.85,0.96,0.83,0.92,0.86,0.86,0.8,0.92,0.91,0.91,0.94,0.74
MCO,MCV1,,,,,,,,,0.99,0.99,0.99,0.98,,,,,,,,0.99,,,0.85,,,,,,,,,,,,,
MNG,MCV1,0.17,,,0.01,0.2,0.18,0.11,0.61,0.7,0.86,0.92,0.82,0.84,0.84,0.8,0.85,0.89,0.91,0.93,0.93,0.92,0.95,0.98,0.98,0.99,0.97,0.99,0.98,0.97,0.94,0.97,0.98,0.99,0.97,0.98,0.98
MNE,MCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.89,0.86,0.9,0.91,0.9,0.88,0.76,0.64
MAR,MCV1,,,0.17,0.35,0.42,0.45,0.48,0.73,0.81,0.82,0.79,0.8,0.81,0.83,0.87,0.88,0.93,0.92,0.91,0.9,0.93,0.96,0.94,0.9,0.95,0.97,0.95,0.95,0.96,0.98,0.98,0.99,0.99,0.99,0.99,0.99
MOZ,MCV1,,0.32,0.58,0.51,0.5,0.39,0.39,0.37,0.44,0.58,0.59,0.55,0.56,0.62,0.65,0.71,0.67,0.7,0.87,0.9,0.97,0.92,0.94,0.96,0.6,0.75,0.98,0.75,0.85,0.67,0.7,0.82,0.82,0.85,0.87,0.85
MMR,MCV1,,,,,,,0.05,0.17,0.32,0.5,0.68,0.85,0.84,0.88,0.77,0.82,0.86,0.88,0.89,0.85,0.84,0.78,0.75,0.75,0.78,0.72,0.78,0.81,0.82,0.87,0.88,0.88,0.84,0.86,0.88,0.84
NAM,MCV1,,,,,,,,,,0.77,0.57,0.71,0.76,0.71,0.7,0.68,0.61,0.59,0.64,0.65,0.69,0.58,0.68,0.7,0.7,0.73,0.63,0.69,0.73,0.76,0.75,0.74,0.76,0.82,0.83,0.85
NRU,MCV1,,,,,,,,,,,,,,,,,,0.99,0.9,,0.08,0.95,0.4,,0.87,0.8,0.99,0.99,0.99,0.99,0.99,0.99,0.96,,0.65,0.98
NPL,MCV1,,0.02,0.02,0.11,0.24,0.34,0.37,0.37,0.58,0.57,0.68,0.64,0.64,0.61,0.61,0.71,0.8,0.85,0.73,0.81,0.77,0.71,0.71,0.75,0.73,0.74,0.85,0.81,0.79,0.9,0.86,0.88,0.86,0.88,0.88,0.85
NLD,MCV1,0.91,0.91,0.92,0.93,0.92,0.92,0.93,0.93,0.94,0.94,0.94,0.94,0.95,0.94,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.96,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95
